dataset,type,file_path,file_name,actual_class,actual_classname,clip_pred_class,clip_pred_classname,cos_sim,x_sim,sim_0,sim_1
poc/woof,train,poc\woof\train\n02087394\n02087394_10059.JPEG,n02087394_10059.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,33.32732009887695,14.299497604370117,33.32732009887695,19.027822494506836
poc/woof,train,poc\woof\train\n02087394\n02087394_10089.JPEG,n02087394_10089.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.884567260742188,12.533651351928711,29.884567260742188,17.350915908813477
poc/woof,train,poc\woof\train\n02087394\n02087394_10103.JPEG,n02087394_10103.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,27.646631240844727,8.37761116027832,27.646631240844727,19.269020080566406
poc/woof,train,poc\woof\train\n02087394\n02087394_10113.JPEG,n02087394_10113.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,34.31575393676758,12.674571990966797,34.31575393676758,21.64118194580078
poc/woof,train,poc\woof\train\n02087394\n02087394_10188.JPEG,n02087394_10188.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.407636642456055,11.616157531738281,30.407636642456055,18.791479110717773
poc/woof,train,poc\woof\train\n02087394\n02087394_10207.JPEG,n02087394_10207.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.44980812072754,12.372930526733398,30.44980812072754,18.07687759399414
poc/woof,train,poc\woof\train\n02087394\n02087394_10209.JPEG,n02087394_10209.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,26.690942764282227,8.839426040649414,26.690942764282227,17.851516723632812
poc/woof,train,poc\woof\train\n02087394\n02087394_10238.JPEG,n02087394_10238.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.73462677001953,13.705106735229492,29.73462677001953,16.02952003479004
poc/woof,train,poc\woof\train\n02087394\n02087394_10267.JPEG,n02087394_10267.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,32.76396560668945,14.274919509887695,32.76396560668945,18.489046096801758
poc/woof,train,poc\woof\train\n02087394\n02087394_10274.JPEG,n02087394_10274.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,27.232234954833984,8.694454193115234,27.232234954833984,18.53778076171875
poc/woof,train,poc\woof\train\n02087394\n02087394_103.JPEG,n02087394_103.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.05427360534668,12.820497512817383,30.05427360534668,17.233776092529297
poc/woof,train,poc\woof\train\n02087394\n02087394_10309.JPEG,n02087394_10309.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.073780059814453,14.250141143798828,30.073780059814453,15.823638916015625
poc/woof,train,poc\woof\train\n02087394\n02087394_10335.JPEG,n02087394_10335.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,35.064029693603516,15.091684341430664,35.064029693603516,19.97234535217285
poc/woof,train,poc\woof\train\n02087394\n02087394_10347.JPEG,n02087394_10347.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.355743408203125,10.005229949951172,30.355743408203125,20.350513458251953
poc/woof,train,poc\woof\train\n02087394\n02087394_10349.JPEG,n02087394_10349.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,28.139925003051758,9.128055572509766,28.139925003051758,19.011869430541992
poc/woof,train,poc\woof\train\n02087394\n02087394_1037.JPEG,n02087394_1037.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,32.26670455932617,16.09766387939453,32.26670455932617,16.16904067993164
poc/woof,train,poc\woof\train\n02087394\n02087394_10377.JPEG,n02087394_10377.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.328519821166992,13.933805465698242,29.328519821166992,15.39471435546875
poc/woof,train,poc\woof\train\n02087394\n02087394_10399.JPEG,n02087394_10399.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.342653274536133,15.032023429870605,30.342653274536133,15.310629844665527
poc/woof,train,poc\woof\train\n02087394\n02087394_10409.JPEG,n02087394_10409.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,21.599050521850586,6.130134582519531,21.599050521850586,15.468915939331055
poc/woof,train,poc\woof\train\n02087394\n02087394_10418.JPEG,n02087394_10418.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,27.480587005615234,13.928445816040039,27.480587005615234,13.552141189575195
poc/woof,train,poc\woof\train\n02087394\n02087394_10424.JPEG,n02087394_10424.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,25.494876861572266,7.577127456665039,25.494876861572266,17.917749404907227
poc/woof,train,poc\woof\train\n02087394\n02087394_10438.JPEG,n02087394_10438.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.144193649291992,12.150335311889648,30.144193649291992,17.993858337402344
poc/woof,train,poc\woof\train\n02087394\n02087394_10493.JPEG,n02087394_10493.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,26.894521713256836,8.549432754516602,26.894521713256836,18.345088958740234
poc/woof,train,poc\woof\train\n02087394\n02087394_10516.JPEG,n02087394_10516.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,27.52220916748047,10.012748718261719,27.52220916748047,17.50946044921875
poc/woof,train,poc\woof\train\n02087394\n02087394_10517.JPEG,n02087394_10517.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,28.98336410522461,11.433698654174805,28.98336410522461,17.549665451049805
poc/woof,train,poc\woof\train\n02087394\n02087394_10518.JPEG,n02087394_10518.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,33.264427185058594,12.67255973815918,33.264427185058594,20.591867446899414
poc/woof,train,poc\woof\train\n02087394\n02087394_10526.JPEG,n02087394_10526.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,25.68461036682129,9.455360412597656,25.68461036682129,16.229249954223633
poc/woof,train,poc\woof\train\n02087394\n02087394_10554.JPEG,n02087394_10554.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,34.49443435668945,14.568679809570312,34.49443435668945,19.92575454711914
poc/woof,train,poc\woof\train\n02087394\n02087394_1057.JPEG,n02087394_1057.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.272342681884766,9.767400741577148,29.272342681884766,19.504941940307617
poc/woof,train,poc\woof\train\n02087394\n02087394_10588.JPEG,n02087394_10588.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,31.506103515625,10.498111724853516,31.506103515625,21.007991790771484
poc/woof,train,poc\woof\train\n02087394\n02087394_10626.JPEG,n02087394_10626.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,27.389495849609375,10.372156143188477,27.389495849609375,17.0173397064209
poc/woof,train,poc\woof\train\n02087394\n02087394_10683.JPEG,n02087394_10683.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,28.520158767700195,12.695262908935547,28.520158767700195,15.824895858764648
poc/woof,train,poc\woof\train\n02087394\n02087394_10714.JPEG,n02087394_10714.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,21.461946487426758,7.341362953186035,21.461946487426758,14.120583534240723
poc/woof,train,poc\woof\train\n02087394\n02087394_10725.JPEG,n02087394_10725.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,27.920446395874023,11.038572311401367,27.920446395874023,16.881874084472656
poc/woof,train,poc\woof\train\n02087394\n02087394_10793.JPEG,n02087394_10793.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,25.833648681640625,7.919050216674805,25.833648681640625,17.91459846496582
poc/woof,train,poc\woof\train\n02087394\n02087394_10804.JPEG,n02087394_10804.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,18.70402717590332,2.811253547668457,18.70402717590332,15.892773628234863
poc/woof,train,poc\woof\train\n02087394\n02087394_10814.JPEG,n02087394_10814.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.080703735351562,9.37990951538086,30.080703735351562,20.700794219970703
poc/woof,train,poc\woof\train\n02087394\n02087394_10875.JPEG,n02087394_10875.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,28.570276260375977,8.950174331665039,28.570276260375977,19.620101928710938
poc/woof,train,poc\woof\train\n02087394\n02087394_1088.JPEG,n02087394_1088.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,21.105369567871094,3.1354331970214844,21.105369567871094,17.96993637084961
poc/woof,train,poc\woof\train\n02087394\n02087394_10939.JPEG,n02087394_10939.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.905563354492188,12.197565078735352,29.905563354492188,17.707998275756836
poc/woof,train,poc\woof\train\n02087394\n02087394_1099.JPEG,n02087394_1099.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,27.644262313842773,6.48149299621582,27.644262313842773,21.162769317626953
poc/woof,train,poc\woof\train\n02087394\n02087394_10998.JPEG,n02087394_10998.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.044004440307617,11.401836395263672,29.044004440307617,17.642168045043945
poc/woof,train,poc\woof\train\n02087394\n02087394_11024.JPEG,n02087394_11024.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,26.58066749572754,8.337173461914062,26.58066749572754,18.243494033813477
poc/woof,train,poc\woof\train\n02087394\n02087394_11035.JPEG,n02087394_11035.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.099449157714844,14.342458724975586,30.099449157714844,15.756990432739258
poc/woof,train,poc\woof\train\n02087394\n02087394_11046.JPEG,n02087394_11046.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,26.259103775024414,10.49952220916748,26.259103775024414,15.759581565856934
poc/woof,train,poc\woof\train\n02087394\n02087394_11056.JPEG,n02087394_11056.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.519819259643555,12.145814895629883,30.519819259643555,18.374004364013672
poc/woof,train,poc\woof\train\n02087394\n02087394_11069.JPEG,n02087394_11069.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.2562198638916,10.598283767700195,30.2562198638916,19.657936096191406
poc/woof,train,poc\woof\train\n02087394\n02087394_11115.JPEG,n02087394_11115.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,35.06023406982422,14.838911056518555,35.06023406982422,20.221323013305664
poc/woof,train,poc\woof\train\n02087394\n02087394_11116.JPEG,n02087394_11116.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,25.89162254333496,9.56770133972168,25.89162254333496,16.32392120361328
poc/woof,train,poc\woof\train\n02087394\n02087394_11137.JPEG,n02087394_11137.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,26.4099063873291,6.204652786254883,26.4099063873291,20.20525360107422
poc/woof,train,poc\woof\train\n02087394\n02087394_11139.JPEG,n02087394_11139.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,22.526165008544922,6.349342346191406,22.526165008544922,16.176822662353516
poc/woof,train,poc\woof\train\n02087394\n02087394_11149.JPEG,n02087394_11149.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,22.259075164794922,2.659088134765625,22.259075164794922,19.599987030029297
poc/woof,train,poc\woof\train\n02087394\n02087394_11153.JPEG,n02087394_11153.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,32.0648307800293,16.35776424407959,32.0648307800293,15.707066535949707
poc/woof,train,poc\woof\train\n02087394\n02087394_11174.JPEG,n02087394_11174.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,24.8160457611084,4.988670349121094,24.8160457611084,19.827375411987305
poc/woof,train,poc\woof\train\n02087394\n02087394_11188.JPEG,n02087394_11188.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,34.434059143066406,13.145515441894531,34.434059143066406,21.288543701171875
poc/woof,train,poc\woof\train\n02087394\n02087394_11215.JPEG,n02087394_11215.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.14118194580078,11.297250747680664,29.14118194580078,17.843931198120117
poc/woof,train,poc\woof\train\n02087394\n02087394_11238.JPEG,n02087394_11238.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.813722610473633,15.138083457946777,29.813722610473633,14.675639152526855
poc/woof,train,poc\woof\train\n02087394\n02087394_1126.JPEG,n02087394_1126.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.542631149291992,12.877511978149414,29.542631149291992,16.665119171142578
poc/woof,train,poc\woof\train\n02087394\n02087394_11316.JPEG,n02087394_11316.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,32.58399200439453,12.158710479736328,32.58399200439453,20.425281524658203
poc/woof,train,poc\woof\train\n02087394\n02087394_11337.JPEG,n02087394_11337.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.4595947265625,12.589277267456055,29.4595947265625,16.870317459106445
poc/woof,train,poc\woof\train\n02087394\n02087394_1136.JPEG,n02087394_1136.JPEG,n02087394,Rhodesian ridgeback,n02088364,beagle,18.31184959411621,-0.7176666259765625,17.59418296813965,18.31184959411621
poc/woof,train,poc\woof\train\n02087394\n02087394_1137.JPEG,n02087394_1137.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,24.83930015563965,11.905500411987305,24.83930015563965,12.933799743652344
poc/woof,train,poc\woof\train\n02087394\n02087394_11405.JPEG,n02087394_11405.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,24.897708892822266,7.004608154296875,24.897708892822266,17.89310073852539
poc/woof,train,poc\woof\train\n02087394\n02087394_1143.JPEG,n02087394_1143.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,22.915771484375,1.410787582397461,22.915771484375,21.50498390197754
poc/woof,train,poc\woof\train\n02087394\n02087394_11437.JPEG,n02087394_11437.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,28.388578414916992,7.258964538574219,28.388578414916992,21.129613876342773
poc/woof,train,poc\woof\train\n02087394\n02087394_11474.JPEG,n02087394_11474.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.798263549804688,13.5859375,29.798263549804688,16.212326049804688
poc/woof,train,poc\woof\train\n02087394\n02087394_11564.JPEG,n02087394_11564.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,26.04404067993164,9.529621124267578,26.04404067993164,16.514419555664062
poc/woof,train,poc\woof\train\n02087394\n02087394_11578.JPEG,n02087394_11578.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,23.716842651367188,9.028851509094238,23.716842651367188,14.68799114227295
poc/woof,train,poc\woof\train\n02087394\n02087394_11594.JPEG,n02087394_11594.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.883878707885742,7.839595794677734,29.883878707885742,22.044282913208008
poc/woof,train,poc\woof\train\n02087394\n02087394_11696.JPEG,n02087394_11696.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,33.49505615234375,16.31647300720215,33.49505615234375,17.1785831451416
poc/woof,train,poc\woof\train\n02087394\n02087394_11706.JPEG,n02087394_11706.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,24.195293426513672,7.886932373046875,24.195293426513672,16.308361053466797
poc/woof,train,poc\woof\train\n02087394\n02087394_11713.JPEG,n02087394_11713.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,30.405797958374023,11.945783615112305,30.405797958374023,18.46001434326172
poc/woof,train,poc\woof\train\n02087394\n02087394_11714.JPEG,n02087394_11714.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,28.69735336303711,11.466867446899414,28.69735336303711,17.230485916137695
poc/woof,train,poc\woof\train\n02087394\n02087394_11718.JPEG,n02087394_11718.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,20.976634979248047,3.592222213745117,20.976634979248047,17.38441276550293
poc/woof,train,poc\woof\train\n02087394\n02087394_11719.JPEG,n02087394_11719.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,24.19182014465332,6.024053573608398,24.19182014465332,18.167766571044922
poc/woof,train,poc\woof\train\n02087394\n02087394_11727.JPEG,n02087394_11727.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,20.581228256225586,5.6630859375,20.581228256225586,14.918142318725586
poc/woof,train,poc\woof\train\n02087394\n02087394_11735.JPEG,n02087394_11735.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,28.018373489379883,11.219287872314453,28.018373489379883,16.79908561706543
poc/woof,train,poc\woof\train\n02087394\n02087394_11736.JPEG,n02087394_11736.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,25.911277770996094,11.578954696655273,25.911277770996094,14.33232307434082
poc/woof,train,poc\woof\train\n02087394\n02087394_11737.JPEG,n02087394_11737.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,29.3203125,10.38031005859375,29.3203125,18.94000244140625
poc/woof,train,poc\woof\train\n02087394\n02087394_11759.JPEG,n02087394_11759.JPEG,n02087394,Rhodesian ridgeback,n02087394,Rhodesian ridgeback,32.73571014404297,12.725208282470703,32.73571014404297,20.010501861572266
