type,model,epoch,train_learning_rate,test_loss,test_acc1,test_acc5
imagenette,base-200,4,0.1,1.8032939434051516,38.038216560509554,83.4140127388535
imagenette,mbn2-mix-clean-200,4,0.1,1.1044344748220136,64.81528662420382,94.59872611464968
imagenette,synthetic-200,5,0.1,1.9567863941192627,44.99363057324841,86.21656050955414
imagenette,mix-200,5,0.1,1.4434736967086792,59.18471337579618,91.77070063694268
imagenette,mbn2-base-200,5,0.1,1.1445714889034149,62.57324840764331,94.52229299363056
imagenette,mbn2-synthetic-200,5,0.1,1.666410138530116,53.88535031847134,91.56687898089172
imagenette,mbn2-mix-200,5,0.1,0.8550803276800341,72.50955414012739,96.5859872611465
imagenette,mix-200-clean,5,0.1,1.2225264310836792,61.14649681528663,94.77707006369428
imagenette,base-200,5,0.1,1.6554826498031616,43.13375796178344,86.70063694267516
imagenette,mbn2-mix-clean-200,5,0.1,1.0827564116447204,66.21656050955414,95.0063694267516
imagenette,synthetic-200,6,0.1,2.015824317932129,41.04458598726114,84.10191082802548
imagenette,mix-200,6,0.1,1.184373140335083,63.00636942675159,95.03184713375796
imagenette,mbn2-base-200,6,0.1,1.0152549743652344,67.26114649681529,95.8471337579618
imagenette,mbn2-synthetic-200,6,0.1,1.6173953394736014,50.01273885350319,90.59872611464968
imagenette,mbn2-mix-200,6,0.1,0.7723921498944682,75.49044585987261,96.68789808917198
imagenette,mix-200-clean,6,0.1,1.0972959995269775,66.29299363057325,94.7515923566879
imagenette,base-200,6,0.1,1.8380104303359983,39.21019108280255,84.02547770700637
imagenette,mbn2-mix-clean-200,6,0.1,0.9352286554151966,71.03184713375796,95.87261146496816
imagenette,synthetic-200,7,0.1,2.064565420150757,43.59235668789809,86.59872611464968
imagenette,mix-200,7,0.1,1.7727596759796145,49.40127388535032,93.70700636942676
imagenette,mbn2-base-200,7,0.1,0.96193725832047,68.99363057324841,95.94904458598728
imagenette,mbn2-synthetic-200,7,0.1,1.604207069643082,55.92356687898089,91.71974522292992
imagenette,mbn2-mix-200,7,0.1,0.8101916159352949,73.09554140127389,96.9936305732484
imagenette,mix-200-clean,7,0.1,1.1798216104507446,64.07643312101911,94.70063694267516
imagenette,base-200,7,0.1,1.653226613998413,44.63694267515923,90.39490445859872
imagenette,mbn2-mix-clean-200,7,0.1,0.8007256292527721,74.7515923566879,96.68789808917198
imagenette,synthetic-200,8,0.1,2.1245052814483643,43.13375796178344,83.82165605095541
imagenette,mix-200,8,0.1,0.9301701784133912,71.59235668789809,96.45859872611464
imagenette,mbn2-base-200,8,0.1,1.0155029296875,67.13375796178345,94.98089171974522
imagenette,mbn2-synthetic-200,8,0.1,1.517274179766255,56.48407643312102,92.3312101910828
imagenette,mbn2-mix-200,8,0.1,0.7441759417133946,76.07643312101911,97.04458598726114
imagenette,mix-200-clean,8,0.1,1.277788162231445,61.75796178343949,95.03184713375796
imagenette,base-200,8,0.1,1.3773618936538696,54.08917197452229,92.48407643312102
imagenette,mbn2-mix-clean-200,8,0.1,0.7922403889317666,74.54777070063695,96.86624203821655
imagenette,synthetic-200,9,0.1,1.946923851966858,46.64968152866242,84.22929936305732
imagenette,mix-200,9,0.1,1.0328339338302612,69.37579617834395,96.05095541401272
imagenette,mbn2-base-200,9,0.1,0.8184225020870086,73.5031847133758,96.78980891719743
imagenette,mbn2-synthetic-200,9,0.1,1.5644641999275453,55.51592356687898,91.77070063694268
imagenette,mbn2-mix-200,9,0.1,0.7355229777674521,76.9171974522293,97.45222929936304
imagenette,mix-200-clean,9,0.1,0.9280109405517578,70.11464968152866,96.12738853503184
imagenette,base-200,9,0.1,1.416666030883789,52.50955414012739,91.69426751592356
imagenette,mbn2-mix-clean-200,9,0.1,0.7019642245384955,77.35031847133757,97.5031847133758
imagenette,synthetic-200,10,0.1,2.15344762802124,41.961783439490446,89.19745222929936
imagenette,mix-200,10,0.1,1.5568697452545166,53.2484076433121,90.90445859872612
imagenette,mbn2-base-200,10,0.1,0.8428097386513987,73.40127388535032,97.04458598726114
imagenette,mbn2-synthetic-200,10,0.1,1.6736197933073966,53.70700636942675,90.6751592356688
imagenette,mbn2-mix-200,10,0.1,0.7684045607043851,75.61783439490446,97.27388535031848
imagenette,mix-200-clean,10,0.1,0.8584215044975281,72.0,96.43312101910828
imagenette,base-200,10,0.1,1.279030203819275,59.31210191082803,93.09554140127388
imagenette,mbn2-mix-clean-200,10,0.1,0.7595387120400706,77.60509554140127,97.3248407643312
imagenette,synthetic-200,11,0.1,1.7844971418380735,48.84076433121019,89.12101910828025
imagenette,mix-200,11,0.1,1.1378990411758425,64.43312101910828,92.78980891719743
imagenette,mbn2-base-200,11,0.1,0.7739680505567982,75.43949044585987,97.27388535031848
imagenette,mbn2-synthetic-200,11,0.1,1.2690379235052294,62.90445859872612,93.85987261146497
imagenette,mbn2-mix-200,11,0.1,0.7417347200455204,75.94904458598727,97.35031847133756
imagenette,mix-200-clean,11,0.1,1.1561306715011597,63.23566878980892,92.38216560509554
imagenette,base-200,11,0.1,1.0421210527420044,65.63057324840764,94.87898089171976
imagenette,mbn2-mix-clean-200,11,0.1,0.7392216959307271,76.53503184713375,96.8407643312102
imagenette,synthetic-200,12,0.1,2.024043083190918,42.4203821656051,87.71974522292993
imagenette,mix-200,12,0.1,0.8753489851951599,72.30573248407643,96.96815286624204
imagenette,mbn2-base-200,12,0.1,0.7636859032415575,74.92993630573248,97.37579617834396
imagenette,mbn2-synthetic-200,12,0.1,1.388570847049836,61.60509554140128,93.8343949044586
imagenette,mbn2-mix-200,12,0.1,0.8257194642097719,73.4267515923567,97.14649681528662
imagenette,mix-200-clean,12,0.1,0.8641796112060547,73.37579617834395,96.5859872611465
imagenette,base-200,12,0.1,1.000407576560974,67.43949044585987,95.92356687898088
imagenette,mbn2-mix-clean-200,12,0.1,0.6526662765010711,79.18471337579618,97.60509554140128
imagenette,synthetic-200,13,0.1,2.0554213523864746,43.0828025477707,85.65605095541402
imagenette,mix-200,13,0.1,0.7776980996131897,75.38853503184713,96.9936305732484
imagenette,mbn2-base-200,13,0.1,0.9387406379945816,69.70700636942675,96.20382165605096
imagenette,mbn2-synthetic-200,13,0.1,1.6745130477413055,56.5859872611465,91.51592356687898
imagenette,mbn2-mix-200,13,0.1,0.6705219514908329,78.98089171974522,97.88535031847134
imagenette,mix-200-clean,13,0.1,0.7428998351097107,75.43949044585987,97.73248407643312
imagenette,base-200,13,0.1,1.0303773880004885,67.1592356687898,95.0063694267516
imagenette,mbn2-mix-clean-200,13,0.1,0.621993157171434,79.51592356687898,97.75796178343948
imagenette,synthetic-200,14,0.1,1.8259023427963257,46.70063694267516,88.71337579617834
imagenette,mix-200,14,0.1,1.3448504209518433,62.34394904458599,93.80891719745225
imagenette,mbn2-base-200,14,0.1,0.6522376768050655,78.92993630573248,97.73248407643312
imagenette,mbn2-synthetic-200,14,0.1,1.5256453483335433,59.56687898089172,92.28025477707008
imagenette,mbn2-mix-200,14,0.1,0.6835549877535912,78.80254777070064,97.73248407643312
imagenette,mix-200-clean,14,0.1,0.6970081329345703,77.63057324840764,97.65605095541402
imagenette,base-200,14,0.1,1.0272624492645264,66.92993630573248,95.77070063694268
imagenette,mbn2-mix-clean-200,14,0.1,0.7297800740888042,76.96815286624204,97.04458598726114
imagenette,synthetic-200,15,0.1,2.257973909378052,46.62420382165605,88.61146496815287
imagenette,mix-200,15,0.1,0.8041720390319824,75.31210191082802,96.20382165605096
imagenette,mbn2-base-200,15,0.1,0.7218079720774004,76.99363057324841,97.52866242038216
imagenette,mbn2-synthetic-200,15,0.1,1.2070680433704006,64.8407643312102,94.24203821656052
imagenette,mbn2-mix-200,15,0.1,0.6646423955117503,78.90445859872611,97.63057324840764
imagenette,mix-200-clean,15,0.1,0.7128093838691711,76.89171974522293,97.91082802547773
imagenette,base-200,15,0.1,0.9240851402282716,70.14012738853503,96.1783439490446
imagenette,mbn2-mix-clean-200,15,0.1,0.6160656713670299,80.22929936305732,97.75796178343948
imagenette,synthetic-200,16,0.1,1.5667518377304075,53.452229299363054,90.39490445859872
imagenette,mix-200,16,0.1,0.6954094171524048,76.89171974522293,97.47770700636944
imagenette,mbn2-base-200,16,0.1,0.6320921374905494,80.10191082802548,97.40127388535032
imagenette,mbn2-synthetic-200,16,0.1,1.4935711276146673,58.7515923566879,93.14649681528662
imagenette,mbn2-mix-200,16,0.1,0.5904336129465411,80.48407643312102,98.08917197452227
imagenette,mix-200-clean,16,0.1,0.7474002838134766,75.59235668789809,97.01910828025478
imagenette,base-200,16,0.1,1.0618512630462646,67.97452229299363,95.43949044585987
imagenette,mbn2-mix-clean-200,16,0.1,0.5742121665708481,81.55414012738854,97.80891719745225
imagenette,synthetic-200,17,0.1,1.921648383140564,50.70063694267516,90.03821656050955
imagenette,mix-200,17,0.1,0.7324979901313782,76.89171974522293,97.65605095541402
imagenette,mbn2-base-200,17,0.1,0.7351608276367188,75.97452229299363,96.78980891719743
imagenette,mbn2-synthetic-200,17,0.1,1.3106535634686869,60.66242038216561,93.47770700636944
imagenette,mbn2-mix-200,17,0.1,0.5972662894956527,81.09554140127389,97.65605095541402
imagenette,mix-200-clean,17,0.1,0.7330748438835144,76.89171974522293,96.94267515923566
imagenette,base-200,17,0.1,1.3561094999313354,58.82802547770701,92.35668789808918
imagenette,mbn2-mix-clean-200,17,0.1,0.6670584524831464,78.7515923566879,97.75796178343948
imagenette,synthetic-200,18,0.1,2.108182668685913,44.38216560509554,87.7452229299363
imagenette,mix-200,18,0.1,0.7573511600494385,75.97452229299363,97.27388535031848
imagenette,mbn2-base-200,18,0.1,0.8025421019523374,74.31847133757962,97.70700636942676
imagenette,mbn2-synthetic-200,18,0.1,1.2975563541535409,62.21656050955414,93.68152866242038
imagenette,mbn2-mix-200,18,0.1,0.5620371295559791,81.37579617834395,98.06369426751591
imagenette,mix-200-clean,18,0.1,0.6906216740608215,77.60509554140127,97.98726114649682
imagenette,base-200,18,0.1,1.1660544872283936,63.31210191082803,95.71974522292992
imagenette,mbn2-mix-clean-200,18,0.1,0.563370858469317,81.5031847133758,98.19108280254775
imagenette,synthetic-200,19,0.1,1.3715742826461792,57.80891719745223,93.09554140127388
imagenette,mix-200,19,0.1,0.6001558899879456,80.22929936305732,98.21656050955414
imagenette,mbn2-base-200,19,0.1,0.6494973705660912,78.44585987261146,97.85987261146497
imagenette,mbn2-synthetic-200,19,0.1,1.3512842732091104,60.50955414012739,92.22929936305732
imagenette,mbn2-mix-200,19,0.1,0.5438863077471333,82.42038216560509,97.85987261146497
imagenette,mix-200-clean,19,0.1,0.7757019400596619,77.12101910828025,97.65605095541402
imagenette,base-200,19,0.1,0.8302463889122009,73.65605095541402,96.81528662420382
imagenette,mbn2-mix-clean-200,19,0.1,0.5991599790511593,80.71337579617834,98.06369426751591
imagenette,synthetic-200,20,0.1,1.9406635761260984,45.14649681528663,90.59872611464968
imagenette,mix-200,20,0.1,0.6366099715232849,79.82165605095541,97.73248407643312
imagenette,mbn2-base-200,20,0.1,0.6327576791086504,80.3312101910828,98.06369426751591
imagenette,mbn2-synthetic-200,20,0.1,1.4563037503150202,55.745222929936304,92.12738853503184
imagenette,mbn2-mix-200,20,0.1,0.5536406732374622,82.39490445859873,98.01273885350318
imagenette,mix-200-clean,20,0.1,0.8723081946372986,72.38216560509554,95.0828025477707
imagenette,base-200,20,0.1,0.7553130388259888,76.10191082802548,97.35031847133756
imagenette,mbn2-mix-clean-200,20,0.1,0.5745118048883253,80.68789808917198,98.14012738853503
imagenette,synthetic-200,21,0.1,1.7378064393997192,53.35031847133758,90.01273885350318
imagenette,mix-200,21,0.1,0.6959336400032043,77.52866242038216,97.4267515923567
imagenette,mbn2-base-200,21,0.1,0.8576769674977949,73.52866242038216,97.52866242038216
imagenette,mbn2-synthetic-200,21,0.1,1.137483904438634,66.44585987261146,94.52229299363056
imagenette,mbn2-mix-200,21,0.1,0.4892454762612619,84.28025477707007,98.34394904458598
imagenette,mix-200-clean,21,0.1,0.7245076894760132,77.52866242038216,97.85987261146497
imagenette,base-200,21,0.1,0.8513067364692688,74.11464968152866,96.45859872611464
imagenette,mbn2-mix-clean-200,21,0.1,0.6103780807987336,80.99363057324841,98.06369426751591
imagenette,synthetic-200,22,0.1,1.987110137939453,47.18471337579618,88.8407643312102
imagenette,mix-200,22,0.1,0.6614916324615479,79.56687898089172,97.75796178343948
imagenette,mbn2-base-200,22,0.1,0.5982744155391571,80.81528662420382,97.73248407643312
imagenette,mbn2-synthetic-200,22,0.1,1.6546670236895162,53.910828025477706,93.29936305732484
imagenette,mbn2-mix-200,22,0.1,0.5482434303529801,82.42038216560509,98.1656050955414
imagenette,mix-200-clean,22,0.1,0.6448366641998291,78.67515923566879,97.70700636942676
imagenette,base-200,22,0.1,0.8743446469306946,72.63694267515923,96.8407643312102
imagenette,mbn2-mix-clean-200,22,0.1,0.5350411938082787,82.42038216560509,98.44585987261146
imagenette,synthetic-200,23,0.1,1.7121843099594116,51.51592356687898,88.94267515923566
imagenette,mix-200,23,0.1,0.9181601405143738,72.02547770700637,97.29936305732484
imagenette,mbn2-base-200,23,0.1,0.6354853722356981,80.2547770700637,98.01273885350318
imagenette,mbn2-synthetic-200,23,0.1,1.6214702975365425,57.47770700636943,92.10191082802548
imagenette,mbn2-mix-200,23,0.1,0.5635598705660912,81.85987261146497,98.1656050955414
imagenette,mix-200-clean,23,0.1,0.6041397452354431,79.77070063694268,98.11464968152866
imagenette,base-200,23,0.1,0.8356005549430847,73.68152866242038,96.43312101910828
imagenette,mbn2-mix-clean-200,23,0.1,0.5301468141617314,82.47133757961784,97.96178343949045
imagenette,synthetic-200,24,0.1,1.2889388799667358,60.5859872611465,92.76433121019107
imagenette,mix-200,24,0.1,0.6953002214431763,77.85987261146497,97.93630573248409
imagenette,mbn2-base-200,24,0.1,0.4804786251437279,84.94267515923566,98.14012738853503
imagenette,mbn2-synthetic-200,24,0.1,1.1680008672898816,64.63694267515923,93.60509554140128
imagenette,mbn2-mix-200,24,0.1,0.4673272102109848,84.50955414012739,98.72611464968152
imagenette,mix-200-clean,24,0.1,0.6864525675773621,77.5031847133758,97.27388535031848
imagenette,base-200,24,0.1,0.7231025695800781,77.35031847133757,97.22292993630572
imagenette,mbn2-mix-clean-200,24,0.1,0.6490077357138356,79.4140127388535,98.08917197452227
imagenette,synthetic-200,25,0.1,1.8098046779632568,53.75796178343949,92.1783439490446
imagenette,mix-200,25,0.1,0.5914527773857117,80.78980891719745,97.4267515923567
imagenette,mbn2-base-200,25,0.1,0.5527100101594002,82.44585987261146,98.36942675159236
imagenette,mbn2-synthetic-200,25,0.1,1.3446028924757434,63.69426751592356,93.09554140127388
imagenette,mbn2-mix-200,25,0.1,0.4965695104291362,83.71974522292993,98.26751592356688
imagenette,mix-200-clean,25,0.1,0.717621922492981,77.63057324840764,96.9936305732484
imagenette,base-200,25,0.1,0.7703328132629395,77.29936305732484,97.47770700636944
imagenette,mbn2-mix-clean-200,25,0.1,0.5556888580322266,82.26751592356688,98.1656050955414
imagenette,synthetic-200,26,0.1,2.052938938140869,48.05095541401274,89.27388535031847
imagenette,mix-200,26,0.1,0.5723371505737305,80.71337579617834,97.88535031847134
imagenette,mbn2-base-200,26,0.1,0.600676751905872,80.86624203821655,97.80891719745225
imagenette,mbn2-synthetic-200,26,0.1,1.3647545845277849,62.4203821656051,93.96178343949045
imagenette,mbn2-mix-200,26,0.1,0.4962428308302356,83.84713375796179,98.59872611464968
imagenette,mix-200-clean,26,0.1,0.8321627378463745,74.67515923566879,97.5031847133758
imagenette,base-200,26,0.1,0.7888838052749634,75.7452229299363,97.27388535031848
imagenette,mbn2-mix-clean-200,26,0.1,0.5859208260813067,81.07006369426752,98.5732484076433
imagenette,synthetic-200,27,0.1,1.45114004611969,57.70700636942675,92.12738853503184
imagenette,mix-200,27,0.1,0.5989289879798889,81.171974522293,97.98726114649682
imagenette,mbn2-base-200,27,0.1,0.5065594950029927,83.54140127388536,98.47133757961784
imagenette,mbn2-synthetic-200,27,0.1,1.075194328061996,68.0,94.54777070063696
imagenette,mbn2-mix-200,27,0.1,0.5320165080408896,82.44585987261146,98.5732484076433
imagenette,mix-200-clean,27,0.1,0.5480020642280579,82.5732484076433,98.19108280254775
imagenette,base-200,27,0.1,0.6955377459526062,77.40127388535032,97.52866242038216
imagenette,mbn2-mix-clean-200,27,0.1,0.5141283773606823,82.92993630573248,98.64968152866244
imagenette,synthetic-200,28,0.1,1.8743420839309688,49.07006369426752,89.4267515923567
imagenette,mix-200,28,0.1,0.7719542384147644,75.46496815286625,97.19745222929936
imagenette,mbn2-base-200,28,0.1,0.5691792272752331,82.42038216560509,98.1656050955414
imagenette,mbn2-synthetic-200,28,0.1,1.2277278284872732,66.21656050955414,94.4968152866242
imagenette,mbn2-mix-200,28,0.1,0.4674085186373803,84.9171974522293,98.5732484076433
imagenette,mix-200-clean,28,0.1,0.6020174622535706,80.86624203821655,98.19108280254775
imagenette,base-200,28,0.1,0.7170982360839844,77.63057324840764,97.68152866242038
imagenette,mbn2-mix-clean-200,28,0.1,0.509012068471601,83.94904458598727,98.54777070063696
imagenette,synthetic-200,29,0.1,1.6058589220046997,53.80891719745223,91.21019108280257
imagenette,mix-200,29,0.1,0.979010283946991,71.00636942675159,94.7515923566879
imagenette,mbn2-base-200,29,0.1,0.485254902993479,83.82165605095541,98.59872611464968
imagenette,mbn2-synthetic-200,29,0.1,1.2195567469443045,63.6687898089172,93.52866242038216
imagenette,mbn2-mix-200,29,0.1,0.4621196869880922,85.171974522293,98.52229299363056
imagenette,mix-200-clean,29,0.1,0.6288513541221619,79.79617834394904,98.06369426751591
imagenette,base-200,29,0.1,0.729305624961853,76.48407643312102,97.2484076433121
imagenette,mbn2-mix-clean-200,29,0.1,0.4993003414523217,84.45859872611464,98.59872611464968
imagenette,synthetic-200,30,0.1,1.6861671209335327,51.796178343949045,91.4140127388535
imagenette,mix-200,30,0.1,0.6574247479438782,81.27388535031847,98.11464968152866
imagenette,mbn2-base-200,30,0.1,0.5730964906754032,81.73248407643312,98.26751592356688
imagenette,mbn2-synthetic-200,30,0.1,1.1107262642152849,67.10828025477707,94.06369426751591
imagenette,mbn2-mix-200,30,0.1,0.4818115542011876,84.07643312101911,98.6751592356688
imagenette,mix-200-clean,30,0.1,0.7911446690559387,75.49044585987261,96.5859872611465
imagenette,base-200,30,0.1,0.6487225890159607,78.80254777070064,97.91082802547773
imagenette,mbn2-mix-clean-200,30,0.1,0.5359364171181956,83.31210191082802,98.44585987261146
imagenette,synthetic-200,31,0.1,2.1358838081359863,47.33757961783439,89.35031847133757
imagenette,mix-200,31,0.1,0.6509239077568054,79.59235668789809,98.01273885350318
imagenette,mbn2-base-200,31,0.1,0.4478271853539251,85.32484076433121,98.77707006369428
imagenette,mbn2-synthetic-200,31,0.1,1.494964353499874,62.038216560509554,93.01910828025478
imagenette,mbn2-mix-200,31,0.1,0.4690180440102854,84.73885350318471,98.828025477707
imagenette,mix-200-clean,31,0.1,0.5441139340400696,83.03184713375796,98.29299363057324
imagenette,base-200,31,0.1,0.8708062171936035,73.22292993630573,96.61146496815287
imagenette,mbn2-mix-clean-200,31,0.1,0.5800329023791898,81.4267515923567,98.24203821656052
imagenette,synthetic-200,32,0.1,1.421233892440796,62.11464968152866,93.09554140127388
imagenette,mix-200,32,0.1,0.5126584768295288,83.64331210191082,98.39490445859872
imagenette,mbn2-base-200,32,0.1,0.4748923701624716,84.40764331210191,98.70063694267516
imagenette,mbn2-synthetic-200,32,0.1,1.4989608026319934,59.261146496815286,93.88535031847134
imagenette,mbn2-mix-200,32,0.1,0.4843174411404517,84.53503184713375,98.54777070063696
imagenette,mix-200-clean,32,0.1,0.5551483035087585,82.80254777070064,98.11464968152866
imagenette,base-200,32,0.1,0.7014377117156982,78.1656050955414,97.55414012738854
imagenette,mbn2-mix-clean-200,32,0.1,0.6010839400752899,80.63694267515923,98.24203821656052
imagenette,synthetic-200,33,0.1,1.50925612449646,58.496815286624205,93.63057324840764
imagenette,mix-200,33,0.1,0.6603841185569763,79.10828025477707,96.96815286624204
imagenette,mbn2-base-200,33,0.1,0.5132757309944399,83.61783439490446,98.19108280254775
imagenette,mbn2-synthetic-200,33,0.1,1.3144961941626765,64.17834394904459,94.03821656050955
imagenette,mbn2-mix-200,33,0.1,0.461281991774036,85.01910828025478,98.62420382165604
imagenette,mix-200-clean,33,0.1,0.4985584020614624,84.10191082802548,98.6751592356688
imagenette,base-200,33,0.1,0.7500098943710327,75.89808917197452,97.2484076433121
imagenette,mbn2-mix-clean-200,33,0.1,0.5692370630079701,82.42038216560509,98.42038216560508
imagenette,synthetic-200,34,0.1,1.7958287000656128,55.261146496815286,93.45222929936304
imagenette,mix-200,34,0.1,0.6331741809844971,80.81528662420382,98.24203821656052
imagenette,mbn2-base-200,34,0.1,0.4810092679915889,84.61146496815287,98.36942675159236
imagenette,mbn2-synthetic-200,34,0.1,0.9997677341584236,70.08917197452229,95.26114649681529
imagenette,mbn2-mix-200,34,0.1,0.4556727563181231,85.2484076433121,98.31847133757962
imagenette,mix-200-clean,34,0.1,0.4719583690166473,84.89171974522293,98.64968152866244
imagenette,base-200,34,0.1,0.8242020010948181,73.45222929936305,96.9936305732484
imagenette,mbn2-mix-clean-200,34,0.1,0.4518577514156218,85.47770700636943,98.42038216560508
imagenette,synthetic-200,35,0.1,1.5479532480239868,58.98089171974522,92.5859872611465
imagenette,mix-200,35,0.1,0.6096221208572388,80.3312101910828,98.01273885350318
imagenette,mbn2-base-200,35,0.1,0.4815506781301191,85.12101910828025,98.34394904458598
imagenette,mbn2-synthetic-200,35,0.1,1.3824984642767135,59.82165605095541,91.64331210191082
imagenette,mbn2-mix-200,35,0.1,0.502699944280809,83.59235668789809,98.44585987261146
imagenette,mix-200-clean,35,0.1,0.4978410005569458,84.17834394904459,98.64968152866244
imagenette,base-200,35,0.1,0.9123684167861938,72.78980891719745,97.22292993630572
imagenette,mbn2-mix-clean-200,35,0.1,0.4295015642719884,86.19108280254777,99.0828025477707
imagenette,synthetic-200,36,0.1,1.877147436141968,46.77707006369427,89.85987261146497
imagenette,mix-200,36,0.1,0.9232129454612732,71.89808917197452,96.10191082802548
imagenette,mbn2-base-200,36,0.1,0.6134240550379599,80.28025477707007,97.85987261146497
imagenette,mbn2-synthetic-200,36,0.1,1.4282969813193045,60.81528662420382,93.27388535031848
imagenette,mbn2-mix-200,36,0.1,0.5235468956731981,83.26114649681529,98.36942675159236
imagenette,mix-200-clean,36,0.1,0.7410669922828674,77.09554140127389,97.19745222929936
imagenette,base-200,36,0.1,0.5907495021820068,81.55414012738854,98.11464968152866
imagenette,mbn2-mix-clean-200,36,0.1,0.509761841066422,83.46496815286625,98.36942675159236
imagenette,synthetic-200,37,0.1,1.7556830644607544,57.04458598726114,93.37579617834396
imagenette,mix-200,37,0.1,0.8643639087677002,74.98089171974522,96.43312101910828
imagenette,mbn2-base-200,37,0.1,0.4765913563389932,84.73885350318471,98.24203821656052
imagenette,mbn2-synthetic-200,37,0.1,1.258150162235383,62.26751592356688,94.87898089171976
imagenette,mbn2-mix-200,37,0.1,0.4609492824923608,85.27388535031847,98.54777070063696
imagenette,mix-200-clean,37,0.1,0.5632437467575073,82.29299363057325,98.31847133757962
imagenette,base-200,37,0.1,0.6373900175094604,79.82165605095541,97.96178343949045
imagenette,mbn2-mix-clean-200,37,0.1,0.4263597919094947,85.78343949044586,98.92993630573248
imagenette,synthetic-200,38,0.1,2.070276498794556,49.29936305732484,90.06369426751593
imagenette,mix-200,38,0.1,0.5053545832633972,84.78980891719745,98.5732484076433
imagenette,mbn2-base-200,38,0.1,0.4540994090418662,85.12101910828025,98.70063694267516
imagenette,mbn2-synthetic-200,38,0.1,1.8413919018160911,53.60509554140128,94.26751592356688
imagenette,mbn2-mix-200,38,0.1,0.4674001816780336,85.12101910828025,98.7515923566879
imagenette,mix-200-clean,38,0.1,0.4669759273529053,85.19745222929936,98.5732484076433
imagenette,base-200,38,0.1,0.9163236021995544,72.2547770700637,96.53503184713377
imagenette,mbn2-mix-clean-200,38,0.1,0.4653728546634797,85.2484076433121,98.70063694267516
imagenette,synthetic-200,39,0.1,1.6362110376358032,57.04458598726114,93.14649681528662
imagenette,mix-200,39,0.1,0.4901208877563476,84.6624203821656,98.39490445859872
