dataset,type,file_path,file_name,actual_class,actual_classname,clip_pred_class,clip_pred_classname,cos_sim,x_sim,sim_0,sim_1
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00014287.JPEG,ILSVRC2012_val_00014287.JPEG,n02979186,cassette player,n02979186,cassette player,28.146522521972656,13.445446968078613,28.146522521972656,14.701075553894043
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00016648.JPEG,ILSVRC2012_val_00016648.JPEG,n02979186,cassette player,n02979186,cassette player,19.411771774291992,12.994137287139893,19.411771774291992,6.4176344871521
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00017463.JPEG,ILSVRC2012_val_00017463.JPEG,n02979186,cassette player,n02979186,cassette player,23.325271606445312,13.453473091125488,23.325271606445312,9.871798515319824
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00017775.JPEG,ILSVRC2012_val_00017775.JPEG,n02979186,cassette player,n02979186,cassette player,26.00727653503418,9.59100341796875,26.00727653503418,16.41627311706543
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00018559.JPEG,ILSVRC2012_val_00018559.JPEG,n02979186,cassette player,n02979186,cassette player,22.14955711364746,12.477697372436523,22.14955711364746,9.671859741210938
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00023674.JPEG,ILSVRC2012_val_00023674.JPEG,n02979186,cassette player,n02979186,cassette player,24.75826644897461,10.704465866088867,24.75826644897461,14.053800582885742
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00024874.JPEG,ILSVRC2012_val_00024874.JPEG,n02979186,cassette player,n02979186,cassette player,23.77976417541504,12.663497924804688,23.77976417541504,11.116266250610352
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00025484.JPEG,ILSVRC2012_val_00025484.JPEG,n02979186,cassette player,n02979186,cassette player,22.74514389038086,13.92460823059082,22.74514389038086,8.820535659790039
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00027673.JPEG,ILSVRC2012_val_00027673.JPEG,n02979186,cassette player,n02979186,cassette player,25.894550323486328,13.215217590332031,25.894550323486328,12.679332733154297
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00027735.JPEG,ILSVRC2012_val_00027735.JPEG,n02979186,cassette player,n02979186,cassette player,26.177305221557617,14.643365859985352,26.177305221557617,11.533939361572266
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00029663.JPEG,ILSVRC2012_val_00029663.JPEG,n02979186,cassette player,n02979186,cassette player,26.30888557434082,12.458498001098633,26.30888557434082,13.850387573242188
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00031964.JPEG,ILSVRC2012_val_00031964.JPEG,n02979186,cassette player,n02979186,cassette player,24.619184494018555,14.739978790283203,24.619184494018555,9.879205703735352
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00033397.JPEG,ILSVRC2012_val_00033397.JPEG,n02979186,cassette player,n02979186,cassette player,28.229677200317383,10.734224319458008,28.229677200317383,17.495452880859375
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00033657.JPEG,ILSVRC2012_val_00033657.JPEG,n02979186,cassette player,n02979186,cassette player,28.41253662109375,10.787727355957031,28.41253662109375,17.62480926513672
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00034395.JPEG,ILSVRC2012_val_00034395.JPEG,n02979186,cassette player,n02979186,cassette player,24.160171508789062,15.664506912231445,24.160171508789062,8.495664596557617
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00034563.JPEG,ILSVRC2012_val_00034563.JPEG,n02979186,cassette player,n02979186,cassette player,26.884946823120117,11.415792465209961,26.884946823120117,15.469154357910156
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00035803.JPEG,ILSVRC2012_val_00035803.JPEG,n02979186,cassette player,n02979186,cassette player,26.201379776000977,11.334643363952637,26.201379776000977,14.86673641204834
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00037988.JPEG,ILSVRC2012_val_00037988.JPEG,n02979186,cassette player,n02979186,cassette player,25.887760162353516,10.07287311553955,25.887760162353516,15.814887046813965
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00040604.JPEG,ILSVRC2012_val_00040604.JPEG,n02979186,cassette player,n02979186,cassette player,24.668720245361328,13.887937545776367,24.668720245361328,10.780782699584961
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00041893.JPEG,ILSVRC2012_val_00041893.JPEG,n02979186,cassette player,n02979186,cassette player,28.463701248168945,13.492927551269531,28.463701248168945,14.970773696899414
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00042347.JPEG,ILSVRC2012_val_00042347.JPEG,n02979186,cassette player,n02979186,cassette player,25.96246910095215,14.552898406982422,25.96246910095215,11.409570693969727
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00042648.JPEG,ILSVRC2012_val_00042648.JPEG,n02979186,cassette player,n02979186,cassette player,23.476276397705078,8.63315486907959,23.476276397705078,14.843121528625488
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00044373.JPEG,ILSVRC2012_val_00044373.JPEG,n02979186,cassette player,n02979186,cassette player,27.123249053955078,14.25316047668457,27.123249053955078,12.870088577270508
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00044398.JPEG,ILSVRC2012_val_00044398.JPEG,n02979186,cassette player,n02979186,cassette player,25.01079750061035,13.462841987609863,25.01079750061035,11.547955513000488
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00046953.JPEG,ILSVRC2012_val_00046953.JPEG,n02979186,cassette player,n02979186,cassette player,22.318199157714844,11.510986328125,22.318199157714844,10.807212829589844
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00047315.JPEG,ILSVRC2012_val_00047315.JPEG,n02979186,cassette player,n02979186,cassette player,20.772754669189453,9.811577796936035,20.772754669189453,10.961176872253418
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00047974.JPEG,ILSVRC2012_val_00047974.JPEG,n02979186,cassette player,n02979186,cassette player,27.39950942993164,16.005596160888672,27.39950942993164,11.393913269042969
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00048478.JPEG,ILSVRC2012_val_00048478.JPEG,n02979186,cassette player,n02979186,cassette player,30.139402389526367,18.273197174072266,30.139402389526367,11.866205215454102
poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00049106.JPEG,ILSVRC2012_val_00049106.JPEG,n02979186,cassette player,n02979186,cassette player,26.89591407775879,9.189363479614258,26.89591407775879,17.70655059814453
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10006.JPEG,n02979186_10006.JPEG,n02979186,cassette player,n02979186,cassette player,22.139392852783203,12.046710014343262,22.139392852783203,10.092682838439941
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10009.JPEG,n02979186_10009.JPEG,n02979186,cassette player,n02979186,cassette player,23.48320770263672,10.184367179870605,23.48320770263672,13.298840522766113
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10013.JPEG,n02979186_10013.JPEG,n02979186,cassette player,n02979186,cassette player,27.097427368164062,13.559167861938477,27.097427368164062,13.538259506225586
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10024.JPEG,n02979186_10024.JPEG,n02979186,cassette player,n02979186,cassette player,25.465465545654297,14.6900634765625,25.465465545654297,10.775402069091797
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10027.JPEG,n02979186_10027.JPEG,n02979186,cassette player,n02979186,cassette player,18.176729202270508,6.290668487548828,18.176729202270508,11.88606071472168
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10036.JPEG,n02979186_10036.JPEG,n02979186,cassette player,n02979186,cassette player,21.378576278686523,8.850427627563477,21.378576278686523,12.528148651123047
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10056.JPEG,n02979186_10056.JPEG,n02979186,cassette player,n02979186,cassette player,17.012638092041016,6.557095527648926,17.012638092041016,10.45554256439209
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10095.JPEG,n02979186_10095.JPEG,n02979186,cassette player,n02979186,cassette player,13.862907409667969,4.16152286529541,13.862907409667969,9.701384544372559
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10097.JPEG,n02979186_10097.JPEG,n02979186,cassette player,n02979186,cassette player,21.85953712463379,13.300508499145508,21.85953712463379,8.559028625488281
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10098.JPEG,n02979186_10098.JPEG,n02979186,cassette player,n02979186,cassette player,25.54061508178711,11.187435150146484,25.54061508178711,14.353179931640625
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10117.JPEG,n02979186_10117.JPEG,n02979186,cassette player,n02979186,cassette player,28.15426254272461,13.844871520996094,28.15426254272461,14.309391021728516
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10135.JPEG,n02979186_10135.JPEG,n02979186,cassette player,n02979186,cassette player,25.637929916381836,12.149348258972168,25.637929916381836,13.488581657409668
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10179.JPEG,n02979186_10179.JPEG,n02979186,cassette player,n02979186,cassette player,21.81136703491211,12.122815132141113,21.81136703491211,9.688551902770996
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10186.JPEG,n02979186_10186.JPEG,n02979186,cassette player,n02979186,cassette player,26.95733070373535,15.047226905822754,26.95733070373535,11.910103797912598
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10263.JPEG,n02979186_10263.JPEG,n02979186,cassette player,n02979186,cassette player,26.637088775634766,13.970211029052734,26.637088775634766,12.666877746582031
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10289.JPEG,n02979186_10289.JPEG,n02979186,cassette player,n02979186,cassette player,26.446664810180664,7.257637023925781,26.446664810180664,19.189027786254883
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10295.JPEG,n02979186_10295.JPEG,n02979186,cassette player,n02979186,cassette player,24.154834747314453,11.202241897583008,24.154834747314453,12.952592849731445
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10299.JPEG,n02979186_10299.JPEG,n02979186,cassette player,n02979186,cassette player,16.667827606201172,4.631473541259766,16.667827606201172,12.036354064941406
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10303.JPEG,n02979186_10303.JPEG,n02979186,cassette player,n02979186,cassette player,24.15061378479004,10.411396026611328,24.15061378479004,13.739217758178711
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10313.JPEG,n02979186_10313.JPEG,n02979186,cassette player,n02979186,cassette player,26.128631591796875,15.019404411315918,26.128631591796875,11.109227180480957
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10349.JPEG,n02979186_10349.JPEG,n02979186,cassette player,n02979186,cassette player,28.181659698486328,11.953235626220703,28.181659698486328,16.228424072265625
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10364.JPEG,n02979186_10364.JPEG,n02979186,cassette player,n02979186,cassette player,24.029102325439453,11.124436378479004,24.029102325439453,12.90466594696045
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10365.JPEG,n02979186_10365.JPEG,n02979186,cassette player,n02979186,cassette player,26.728933334350586,8.625463485717773,26.728933334350586,18.103469848632812
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10386.JPEG,n02979186_10386.JPEG,n02979186,cassette player,n02979186,cassette player,27.24697494506836,10.789226531982422,27.24697494506836,16.457748413085938
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10387.JPEG,n02979186_10387.JPEG,n02979186,cassette player,n02979186,cassette player,26.97817039489746,17.621309280395508,26.97817039489746,9.356861114501953
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_1043.JPEG,n02979186_1043.JPEG,n02979186,cassette player,n02979186,cassette player,26.672035217285156,13.540888786315918,26.672035217285156,13.131146430969238
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10437.JPEG,n02979186_10437.JPEG,n02979186,cassette player,n02979186,cassette player,25.982362747192383,11.799646377563477,25.982362747192383,14.182716369628906
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10496.JPEG,n02979186_10496.JPEG,n02979186,cassette player,n02979186,cassette player,23.603042602539062,11.800980567932129,23.603042602539062,11.802062034606934
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10523.JPEG,n02979186_10523.JPEG,n02979186,cassette player,n02979186,cassette player,18.191730499267578,4.430329322814941,18.191730499267578,13.761401176452637
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10537.JPEG,n02979186_10537.JPEG,n02979186,cassette player,n02979186,cassette player,30.06389808654785,15.509256362915039,30.06389808654785,14.554641723632812
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10546.JPEG,n02979186_10546.JPEG,n02979186,cassette player,n02979186,cassette player,29.236173629760742,15.679827690124512,29.236173629760742,13.55634593963623
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10568.JPEG,n02979186_10568.JPEG,n02979186,cassette player,n02979186,cassette player,21.791942596435547,13.54735279083252,21.791942596435547,8.244589805603027
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10583.JPEG,n02979186_10583.JPEG,n02979186,cassette player,n02979186,cassette player,18.967336654663086,10.394102096557617,18.967336654663086,8.573234558105469
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10585.JPEG,n02979186_10585.JPEG,n02979186,cassette player,n02979186,cassette player,21.096803665161133,10.405444145202637,21.096803665161133,10.691359519958496
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10593.JPEG,n02979186_10593.JPEG,n02979186,cassette player,n02979186,cassette player,24.013254165649414,11.301713943481445,24.013254165649414,12.711540222167969
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10598.JPEG,n02979186_10598.JPEG,n02979186,cassette player,n02979186,cassette player,25.05694580078125,13.543744087219238,25.05694580078125,11.513201713562012
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10636.JPEG,n02979186_10636.JPEG,n02979186,cassette player,n02979186,cassette player,25.873310089111328,11.14435863494873,25.873310089111328,14.728951454162598
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10666.JPEG,n02979186_10666.JPEG,n02979186,cassette player,n02979186,cassette player,22.66579246520996,12.293059349060059,22.66579246520996,10.372733116149902
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10675.JPEG,n02979186_10675.JPEG,n02979186,cassette player,n02979186,cassette player,24.752613067626953,14.057230949401855,24.752613067626953,10.695382118225098
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10706.JPEG,n02979186_10706.JPEG,n02979186,cassette player,n02979186,cassette player,25.83085823059082,7.952739715576172,25.83085823059082,17.87811851501465
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10713.JPEG,n02979186_10713.JPEG,n02979186,cassette player,n02979186,cassette player,25.615278244018555,13.565014839172363,25.615278244018555,12.050263404846191
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10715.JPEG,n02979186_10715.JPEG,n02979186,cassette player,n02979186,cassette player,25.8846492767334,13.657698631286621,25.8846492767334,12.226950645446777
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10718.JPEG,n02979186_10718.JPEG,n02979186,cassette player,n02979186,cassette player,26.257211685180664,11.775389671325684,26.257211685180664,14.48182201385498
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10744.JPEG,n02979186_10744.JPEG,n02979186,cassette player,n02979186,cassette player,26.89290428161621,13.619561195373535,26.89290428161621,13.273343086242676
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10747.JPEG,n02979186_10747.JPEG,n02979186,cassette player,n02979186,cassette player,27.09345817565918,14.026880264282227,27.09345817565918,13.066577911376953
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10749.JPEG,n02979186_10749.JPEG,n02979186,cassette player,n02979186,cassette player,29.096511840820312,14.753824234008789,29.096511840820312,14.342687606811523
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10755.JPEG,n02979186_10755.JPEG,n02979186,cassette player,n02979186,cassette player,25.47707176208496,8.523916244506836,25.47707176208496,16.953155517578125
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10756.JPEG,n02979186_10756.JPEG,n02979186,cassette player,n02979186,cassette player,21.43248748779297,15.279987812042236,21.43248748779297,6.152499675750732
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10758.JPEG,n02979186_10758.JPEG,n02979186,cassette player,n02979186,cassette player,27.187082290649414,14.544720649719238,27.187082290649414,12.642361640930176
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_1078.JPEG,n02979186_1078.JPEG,n02979186,cassette player,n02979186,cassette player,23.811979293823242,10.911952018737793,23.811979293823242,12.90002727508545
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10798.JPEG,n02979186_10798.JPEG,n02979186,cassette player,n02979186,cassette player,25.39007568359375,13.856457710266113,25.39007568359375,11.533617973327637
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10805.JPEG,n02979186_10805.JPEG,n02979186,cassette player,n02979186,cassette player,20.897722244262695,11.049093246459961,20.897722244262695,9.848628997802734
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10828.JPEG,n02979186_10828.JPEG,n02979186,cassette player,n02979186,cassette player,22.234647750854492,6.973340034484863,22.234647750854492,15.261307716369629
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10847.JPEG,n02979186_10847.JPEG,n02979186,cassette player,n02979186,cassette player,26.196107864379883,11.822799682617188,26.196107864379883,14.373308181762695
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10864.JPEG,n02979186_10864.JPEG,n02979186,cassette player,n02979186,cassette player,25.43546485900879,12.427305221557617,25.43546485900879,13.008159637451172
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10866.JPEG,n02979186_10866.JPEG,n02979186,cassette player,n02979186,cassette player,20.2882137298584,6.6485700607299805,20.2882137298584,13.639643669128418
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10874.JPEG,n02979186_10874.JPEG,n02979186,cassette player,n02979186,cassette player,27.786245346069336,15.497798919677734,27.786245346069336,12.288446426391602
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10877.JPEG,n02979186_10877.JPEG,n02979186,cassette player,n02979186,cassette player,26.300182342529297,15.145343780517578,26.300182342529297,11.154838562011719
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10895.JPEG,n02979186_10895.JPEG,n02979186,cassette player,n02979186,cassette player,27.591075897216797,13.847076416015625,27.591075897216797,13.743999481201172
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10914.JPEG,n02979186_10914.JPEG,n02979186,cassette player,n02979186,cassette player,25.308927536010742,13.800541877746582,25.308927536010742,11.50838565826416
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10933.JPEG,n02979186_10933.JPEG,n02979186,cassette player,n02979186,cassette player,26.436203002929688,11.683111190795898,26.436203002929688,14.753091812133789
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10938.JPEG,n02979186_10938.JPEG,n02979186,cassette player,n02979186,cassette player,29.5589599609375,17.766429901123047,29.5589599609375,11.792530059814453
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10956.JPEG,n02979186_10956.JPEG,n02979186,cassette player,n02979186,cassette player,27.393112182617188,17.02113437652588,27.393112182617188,10.371977806091309
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10975.JPEG,n02979186_10975.JPEG,n02979186,cassette player,n02979186,cassette player,21.103378295898438,9.326807022094727,21.103378295898438,11.776571273803711
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10993.JPEG,n02979186_10993.JPEG,n02979186,cassette player,n02979186,cassette player,20.964078903198242,10.423186302185059,20.964078903198242,10.540892601013184
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11005.JPEG,n02979186_11005.JPEG,n02979186,cassette player,n02979186,cassette player,26.528278350830078,15.14065933227539,26.528278350830078,11.387619018554688
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11016.JPEG,n02979186_11016.JPEG,n02979186,cassette player,n02979186,cassette player,27.564807891845703,14.384204864501953,27.564807891845703,13.18060302734375
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11034.JPEG,n02979186_11034.JPEG,n02979186,cassette player,n02979186,cassette player,25.415525436401367,17.008795738220215,25.415525436401367,8.406729698181152
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11063.JPEG,n02979186_11063.JPEG,n02979186,cassette player,n02979186,cassette player,23.294031143188477,9.83320426940918,23.294031143188477,13.460826873779297
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11074.JPEG,n02979186_11074.JPEG,n02979186,cassette player,n02979186,cassette player,28.16444969177246,13.609787940979004,28.16444969177246,14.554661750793457
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11105.JPEG,n02979186_11105.JPEG,n02979186,cassette player,n02979186,cassette player,26.02749252319336,12.328169822692871,26.02749252319336,13.699322700500488
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11114.JPEG,n02979186_11114.JPEG,n02979186,cassette player,n02979186,cassette player,17.954734802246094,10.521352291107178,17.954734802246094,7.433382511138916
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11128.JPEG,n02979186_11128.JPEG,n02979186,cassette player,n02979186,cassette player,22.1260986328125,10.604576110839844,22.1260986328125,11.521522521972656
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_1114.JPEG,n02979186_1114.JPEG,n02979186,cassette player,n02979186,cassette player,28.883764266967773,15.266463279724121,28.883764266967773,13.617300987243652
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_1115.JPEG,n02979186_1115.JPEG,n02979186,cassette player,n02979186,cassette player,27.77133560180664,12.919675827026367,27.77133560180664,14.851659774780273
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11156.JPEG,n02979186_11156.JPEG,n02979186,cassette player,n02979186,cassette player,22.160049438476562,12.558696746826172,22.160049438476562,9.60135269165039
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11197.JPEG,n02979186_11197.JPEG,n02979186,cassette player,n02979186,cassette player,26.146163940429688,13.734021186828613,26.146163940429688,12.412142753601074
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11206.JPEG,n02979186_11206.JPEG,n02979186,cassette player,n02979186,cassette player,27.266355514526367,16.62213134765625,27.266355514526367,10.644224166870117
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11243.JPEG,n02979186_11243.JPEG,n02979186,cassette player,n02979186,cassette player,25.822771072387695,9.518793106079102,25.822771072387695,16.303977966308594
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11265.JPEG,n02979186_11265.JPEG,n02979186,cassette player,n02979186,cassette player,21.40276336669922,11.064094543457031,21.40276336669922,10.338668823242188
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11299.JPEG,n02979186_11299.JPEG,n02979186,cassette player,n02979186,cassette player,25.749094009399414,11.272177696228027,25.749094009399414,14.476916313171387
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11318.JPEG,n02979186_11318.JPEG,n02979186,cassette player,n02979186,cassette player,23.00996208190918,12.759791374206543,23.00996208190918,10.250170707702637
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11326.JPEG,n02979186_11326.JPEG,n02979186,cassette player,n02979186,cassette player,21.63587760925293,4.193803787231445,21.63587760925293,17.442073822021484
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11383.JPEG,n02979186_11383.JPEG,n02979186,cassette player,n02979186,cassette player,22.78708839416504,12.225506782531738,22.78708839416504,10.5615816116333
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11396.JPEG,n02979186_11396.JPEG,n02979186,cassette player,n02979186,cassette player,24.4239501953125,12.438554763793945,24.4239501953125,11.985395431518555
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11407.JPEG,n02979186_11407.JPEG,n02979186,cassette player,n02979186,cassette player,20.756406784057617,6.684955596923828,20.756406784057617,14.071451187133789
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11447.JPEG,n02979186_11447.JPEG,n02979186,cassette player,n02979186,cassette player,26.271041870117188,14.916460990905762,26.271041870117188,11.354580879211426
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_1148.JPEG,n02979186_1148.JPEG,n02979186,cassette player,n02979186,cassette player,23.461437225341797,12.779574394226074,23.461437225341797,10.681862831115723
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11516.JPEG,n02979186_11516.JPEG,n02979186,cassette player,n02979186,cassette player,22.3226318359375,7.737473487854004,22.3226318359375,14.585158348083496
poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_11524.JPEG,n02979186_11524.JPEG,n02979186,cassette player,n02979186,cassette player,25.24370765686035,12.864522933959961,25.24370765686035,12.37918472290039
