,dataset,type,file_path,file_name,actual_class,actual_classname,clip_pred_class,clip_pred_classname,cos_sim,delta_sim,sim_0,sim_1,clf_pred_class,clf_pred_classname,y_conf,correct,clf_pred_class_mix,clf_pred_classname_mix,y_conf_mix,correct_mix
25,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00034563.JPEG,ILSVRC2012_val_00034563.JPEG,n02979186,cassette player,n02979186,cassette player,26.88494682312012,11.41579246520996,26.88494682312012,15.469154357910156,n02979186,cassette player,0.99996233,1,n02979186,cassette player,0.9999403,1
26,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00035803.JPEG,ILSVRC2012_val_00035803.JPEG,n02979186,cassette player,n02979186,cassette player,26.201379776000977,11.334643363952637,26.201379776000977,14.86673641204834,n02979186,cassette player,0.9999974,1,n02979186,cassette player,0.99999475,1
27,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00037988.JPEG,ILSVRC2012_val_00037988.JPEG,n02979186,cassette player,n02979186,cassette player,25.88776016235352,10.07287311553955,25.88776016235352,15.814887046813965,n02979186,cassette player,0.99986327,1,n02979186,cassette player,0.99992216,1
28,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00040604.JPEG,ILSVRC2012_val_00040604.JPEG,n02979186,cassette player,n02979186,cassette player,24.668720245361328,13.887937545776367,24.668720245361328,10.78078269958496,n02979186,cassette player,0.9998933,1,n02979186,cassette player,0.9996432,1
29,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00041893.JPEG,ILSVRC2012_val_00041893.JPEG,n02979186,cassette player,n02979186,cassette player,28.463701248168945,13.492927551269531,28.463701248168945,14.970773696899414,n02979186,cassette player,0.99991524,1,n02979186,cassette player,0.9999603,1
30,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00042347.JPEG,ILSVRC2012_val_00042347.JPEG,n02979186,cassette player,n02979186,cassette player,25.96246910095215,14.552898406982422,25.96246910095215,11.409570693969728,n02979186,cassette player,0.99997985,1,n02979186,cassette player,0.99997735,1
31,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00042648.JPEG,ILSVRC2012_val_00042648.JPEG,n02979186,cassette player,n02979186,cassette player,23.47627639770508,8.63315486907959,23.47627639770508,14.843121528625488,n02979186,cassette player,0.99912614,1,n02979186,cassette player,0.99995065,1
32,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00044373.JPEG,ILSVRC2012_val_00044373.JPEG,n02979186,cassette player,n02979186,cassette player,27.12324905395508,14.25316047668457,27.12324905395508,12.870088577270508,n02979186,cassette player,0.9986092,1,n02979186,cassette player,0.99981254,1
33,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00044398.JPEG,ILSVRC2012_val_00044398.JPEG,n02979186,cassette player,n02979186,cassette player,25.01079750061035,13.462841987609863,25.01079750061035,11.547955513000488,n02979186,cassette player,0.96057683,1,n02979186,cassette player,0.9995758,1
34,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00046953.JPEG,ILSVRC2012_val_00046953.JPEG,n02979186,cassette player,n02979186,cassette player,22.318199157714844,11.510986328125,22.318199157714844,10.807212829589844,n02979186,cassette player,0.99999917,1,n02979186,cassette player,0.99997437,1
35,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00047315.JPEG,ILSVRC2012_val_00047315.JPEG,n02979186,cassette player,n02979186,cassette player,20.772754669189453,9.811577796936035,20.772754669189453,10.961176872253418,n02979186,cassette player,0.99989176,1,n02979186,cassette player,0.9998486,1
36,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00047974.JPEG,ILSVRC2012_val_00047974.JPEG,n02979186,cassette player,n02979186,cassette player,27.39950942993164,16.005596160888672,27.39950942993164,11.393913269042969,n02979186,cassette player,0.9984334,1,n02979186,cassette player,0.999972,1
37,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00048478.JPEG,ILSVRC2012_val_00048478.JPEG,n02979186,cassette player,n02979186,cassette player,30.139402389526367,18.273197174072266,30.139402389526367,11.866205215454102,n02979186,cassette player,0.99995565,1,n02979186,cassette player,0.999985,1
38,poc/imagenette,train,poc\imagenette\train\n02979186\ILSVRC2012_val_00049106.JPEG,ILSVRC2012_val_00049106.JPEG,n02979186,cassette player,n02979186,cassette player,26.89591407775879,9.189363479614258,26.89591407775879,17.70655059814453,n02979186,cassette player,0.9990938,1,n02979186,cassette player,0.99805284,1
39,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10006.JPEG,n02979186_10006.JPEG,n02979186,cassette player,n02979186,cassette player,22.139392852783203,12.046710014343262,22.139392852783203,10.09268283843994,n02979186,cassette player,0.99998546,1,n02979186,cassette player,0.99997795,1
40,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10009.JPEG,n02979186_10009.JPEG,n02979186,cassette player,n02979186,cassette player,23.48320770263672,10.184367179870604,23.48320770263672,13.298840522766112,n02979186,cassette player,0.9752229,1,n02979186,cassette player,0.9993037,1
41,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10013.JPEG,n02979186_10013.JPEG,n02979186,cassette player,n02979186,cassette player,27.097427368164062,13.559167861938477,27.097427368164062,13.538259506225586,n02979186,cassette player,0.9999982,1,n02979186,cassette player,1.0,1
42,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10024.JPEG,n02979186_10024.JPEG,n02979186,cassette player,n02979186,cassette player,25.465465545654297,14.6900634765625,25.465465545654297,10.775402069091797,n02979186,cassette player,0.9999311,1,n02979186,cassette player,0.99990904,1
43,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10027.JPEG,n02979186_10027.JPEG,n02979186,cassette player,n02979186,cassette player,18.176729202270508,6.290668487548828,18.176729202270508,11.88606071472168,n02979186,cassette player,0.9923326,1,n02979186,cassette player,0.9990876,1
44,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10036.JPEG,n02979186_10036.JPEG,n02979186,cassette player,n02979186,cassette player,21.378576278686523,8.850427627563477,21.378576278686523,12.528148651123049,n02979186,cassette player,0.99567467,1,n02979186,cassette player,0.99966156,1
45,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10056.JPEG,n02979186_10056.JPEG,n02979186,cassette player,n02979186,cassette player,17.012638092041016,6.557095527648926,17.012638092041016,10.45554256439209,n02979186,cassette player,0.99966025,1,n02979186,cassette player,0.9910953,1
46,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10095.JPEG,n02979186_10095.JPEG,n02979186,cassette player,n02979186,cassette player,13.862907409667969,4.16152286529541,13.862907409667969,9.70138454437256,n02979186,cassette player,0.9937244,1,n02979186,cassette player,0.99772555,1
47,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10097.JPEG,n02979186_10097.JPEG,n02979186,cassette player,n02979186,cassette player,21.85953712463379,13.300508499145508,21.85953712463379,8.559028625488281,n02979186,cassette player,0.99998474,1,n02979186,cassette player,0.9999974,1
48,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10098.JPEG,n02979186_10098.JPEG,n02979186,cassette player,n02979186,cassette player,25.54061508178711,11.187435150146484,25.54061508178711,14.353179931640623,n02979186,cassette player,0.99972147,1,n02979186,cassette player,0.99994195,1
49,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10117.JPEG,n02979186_10117.JPEG,n02979186,cassette player,n02979186,cassette player,28.15426254272461,13.844871520996094,28.15426254272461,14.309391021728516,n02979186,cassette player,0.99986935,1,n02979186,cassette player,0.9992663,1
50,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10135.JPEG,n02979186_10135.JPEG,n02979186,cassette player,n02979186,cassette player,25.63792991638184,12.149348258972168,25.63792991638184,13.488581657409668,n02979186,cassette player,0.99509805,1,n02979186,cassette player,0.9967348,1
51,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10179.JPEG,n02979186_10179.JPEG,n02979186,cassette player,n02979186,cassette player,21.81136703491211,12.122815132141112,21.81136703491211,9.688551902770996,n02979186,cassette player,0.9998354,1,n02979186,cassette player,0.9999695,1
52,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10186.JPEG,n02979186_10186.JPEG,n02979186,cassette player,n02979186,cassette player,26.95733070373535,15.047226905822754,26.95733070373535,11.910103797912598,n02979186,cassette player,0.9894127,1,n02979186,cassette player,0.99972576,1
53,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10263.JPEG,n02979186_10263.JPEG,n02979186,cassette player,n02979186,cassette player,26.63708877563477,13.970211029052734,26.63708877563477,12.666877746582031,n02979186,cassette player,0.9999609,1,n02979186,cassette player,0.99999976,1
54,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10289.JPEG,n02979186_10289.JPEG,n02979186,cassette player,n02979186,cassette player,26.446664810180664,7.257637023925781,26.446664810180664,19.189027786254883,n02979186,cassette player,0.721023,1,n02979186,cassette player,0.4402109,1
55,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10295.JPEG,n02979186_10295.JPEG,n02979186,cassette player,n02979186,cassette player,24.154834747314453,11.202241897583008,24.154834747314453,12.952592849731444,n02979186,cassette player,0.99972445,1,n02979186,cassette player,0.96905375,1
56,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10299.JPEG,n02979186_10299.JPEG,n02979186,cassette player,n02979186,cassette player,16.667827606201172,4.631473541259766,16.667827606201172,12.036354064941406,n02979186,cassette player,0.99240065,1,n02979186,cassette player,0.95906305,1
57,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10303.JPEG,n02979186_10303.JPEG,n02979186,cassette player,n02979186,cassette player,24.15061378479004,10.411396026611328,24.15061378479004,13.739217758178713,n02979186,cassette player,0.9874067,1,n02979186,cassette player,0.99963224,1
58,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10313.JPEG,n02979186_10313.JPEG,n02979186,cassette player,n02979186,cassette player,26.128631591796875,15.019404411315918,26.128631591796875,11.109227180480955,n02979186,cassette player,0.9999826,1,n02979186,cassette player,0.99999,1
59,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10349.JPEG,n02979186_10349.JPEG,n02979186,cassette player,n02979186,cassette player,28.181659698486328,11.953235626220703,28.181659698486328,16.228424072265625,n02979186,cassette player,0.990677,1,n02979186,cassette player,0.9124057,1
60,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10364.JPEG,n02979186_10364.JPEG,n02979186,cassette player,n02979186,cassette player,24.029102325439453,11.124436378479004,24.029102325439453,12.90466594696045,n02979186,cassette player,0.99982184,1,n02979186,cassette player,0.99999356,1
61,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10365.JPEG,n02979186_10365.JPEG,n02979186,cassette player,n02979186,cassette player,26.728933334350582,8.625463485717773,26.728933334350582,18.10346984863281,n02979186,cassette player,0.99572766,1,n02979186,cassette player,0.99967444,1
62,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10386.JPEG,n02979186_10386.JPEG,n02979186,cassette player,n02979186,cassette player,27.24697494506836,10.789226531982422,27.24697494506836,16.457748413085938,n02979186,cassette player,0.9793035,1,n02979186,cassette player,0.9943083,1
63,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10387.JPEG,n02979186_10387.JPEG,n02979186,cassette player,n02979186,cassette player,26.97817039489746,17.621309280395508,26.97817039489746,9.356861114501951,n02979186,cassette player,0.999892,1,n02979186,cassette player,0.9873946,1
64,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_1043.JPEG,n02979186_1043.JPEG,n02979186,cassette player,n02979186,cassette player,26.67203521728516,13.540888786315918,26.67203521728516,13.131146430969238,n02979186,cassette player,0.99957544,1,n02979186,cassette player,0.9999888,1
65,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10437.JPEG,n02979186_10437.JPEG,n02979186,cassette player,n02979186,cassette player,25.982362747192383,11.799646377563477,25.982362747192383,14.182716369628906,n02979186,cassette player,1.0,1,n02979186,cassette player,1.0,1
66,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10496.JPEG,n02979186_10496.JPEG,n02979186,cassette player,n02979186,cassette player,23.603042602539062,11.800980567932127,23.603042602539062,11.802062034606934,n02979186,cassette player,0.99754804,1,n02979186,cassette player,0.9798797,1
67,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10523.JPEG,n02979186_10523.JPEG,n02979186,cassette player,n02979186,cassette player,18.191730499267575,4.430329322814941,18.191730499267575,13.761401176452637,n02979186,cassette player,0.9392709,1,n02979186,cassette player,0.9712692,1
68,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10537.JPEG,n02979186_10537.JPEG,n02979186,cassette player,n02979186,cassette player,30.06389808654785,15.50925636291504,30.06389808654785,14.554641723632812,n02979186,cassette player,0.99696463,1,n02979186,cassette player,0.99191487,1
69,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10546.JPEG,n02979186_10546.JPEG,n02979186,cassette player,n02979186,cassette player,29.236173629760746,15.679827690124512,29.236173629760746,13.55634593963623,n02979186,cassette player,0.9999167,1,n02979186,cassette player,0.9999918,1
70,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10568.JPEG,n02979186_10568.JPEG,n02979186,cassette player,n02979186,cassette player,21.791942596435547,13.54735279083252,21.791942596435547,8.244589805603027,n02979186,cassette player,0.99954957,1,n02979186,cassette player,0.9999951,1
71,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10583.JPEG,n02979186_10583.JPEG,n02979186,cassette player,n02979186,cassette player,18.96733665466309,10.394102096557615,18.96733665466309,8.573234558105469,n02979186,cassette player,0.99998784,1,n02979186,cassette player,0.9998368,1
72,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10585.JPEG,n02979186_10585.JPEG,n02979186,cassette player,n02979186,cassette player,21.096803665161133,10.405444145202637,21.096803665161133,10.691359519958496,n02979186,cassette player,0.9998073,1,n02979186,cassette player,0.99330336,1
73,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10593.JPEG,n02979186_10593.JPEG,n02979186,cassette player,n02979186,cassette player,24.01325416564941,11.301713943481444,24.01325416564941,12.711540222167969,n02979186,cassette player,0.99946445,1,n02979186,cassette player,0.9999802,1
74,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10598.JPEG,n02979186_10598.JPEG,n02979186,cassette player,n02979186,cassette player,25.05694580078125,13.543744087219238,25.05694580078125,11.513201713562012,n02979186,cassette player,0.99482083,1,n02979186,cassette player,0.99788934,1
75,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10636.JPEG,n02979186_10636.JPEG,n02979186,cassette player,n02979186,cassette player,25.873310089111328,11.14435863494873,25.873310089111328,14.728951454162598,n02979186,cassette player,0.9999145,1,n02979186,cassette player,0.9999728,1
76,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10666.JPEG,n02979186_10666.JPEG,n02979186,cassette player,n02979186,cassette player,22.66579246520996,12.29305934906006,22.66579246520996,10.372733116149902,n02979186,cassette player,0.9914384,1,n02979186,cassette player,0.98379403,1
77,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10675.JPEG,n02979186_10675.JPEG,n02979186,cassette player,n02979186,cassette player,24.752613067626957,14.057230949401855,24.752613067626957,10.695382118225098,n02979186,cassette player,0.9998592,1,n02979186,cassette player,0.9994097,1
78,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10706.JPEG,n02979186_10706.JPEG,n02979186,cassette player,n02979186,cassette player,25.83085823059082,7.952739715576172,25.83085823059082,17.87811851501465,n02979186,cassette player,0.99079496,1,n02979186,cassette player,0.9932981,1
79,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10713.JPEG,n02979186_10713.JPEG,n02979186,cassette player,n02979186,cassette player,25.615278244018555,13.565014839172363,25.615278244018555,12.050263404846191,n02979186,cassette player,0.99944097,1,n02979186,cassette player,0.99998033,1
80,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10715.JPEG,n02979186_10715.JPEG,n02979186,cassette player,n02979186,cassette player,25.8846492767334,13.65769863128662,25.8846492767334,12.226950645446776,n02979186,cassette player,0.9999316,1,n02979186,cassette player,0.9943962,1
81,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10718.JPEG,n02979186_10718.JPEG,n02979186,cassette player,n02979186,cassette player,26.257211685180664,11.775389671325684,26.257211685180664,14.48182201385498,n02979186,cassette player,0.9997321,1,n02979186,cassette player,0.99997807,1
82,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10744.JPEG,n02979186_10744.JPEG,n02979186,cassette player,n02979186,cassette player,26.89290428161621,13.619561195373535,26.89290428161621,13.273343086242676,n02979186,cassette player,0.99999976,1,n02979186,cassette player,0.9999999,1
83,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10747.JPEG,n02979186_10747.JPEG,n02979186,cassette player,n02979186,cassette player,27.09345817565918,14.026880264282228,27.09345817565918,13.066577911376951,n02979186,cassette player,0.9997429,1,n02979186,cassette player,0.9992274,1
84,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10749.JPEG,n02979186_10749.JPEG,n02979186,cassette player,n02979186,cassette player,29.096511840820312,14.753824234008787,29.096511840820312,14.342687606811523,n02979186,cassette player,0.99983156,1,n02979186,cassette player,0.9960681,1
85,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10755.JPEG,n02979186_10755.JPEG,n02979186,cassette player,n02979186,cassette player,25.47707176208496,8.523916244506836,25.47707176208496,16.953155517578125,n02979186,cassette player,0.9823636,1,n02979186,cassette player,0.8967585,1
86,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10756.JPEG,n02979186_10756.JPEG,n02979186,cassette player,n02979186,cassette player,21.43248748779297,15.279987812042236,21.43248748779297,6.152499675750732,n02979186,cassette player,0.99982244,1,n02979186,cassette player,0.99972063,1
87,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10758.JPEG,n02979186_10758.JPEG,n02979186,cassette player,n02979186,cassette player,27.18708229064941,14.544720649719238,27.18708229064941,12.642361640930176,n02979186,cassette player,0.9999938,1,n02979186,cassette player,0.9999957,1
88,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_1078.JPEG,n02979186_1078.JPEG,n02979186,cassette player,n02979186,cassette player,23.81197929382324,10.911952018737791,23.81197929382324,12.90002727508545,n02979186,cassette player,0.99996185,1,n02979186,cassette player,0.9999995,1
89,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10798.JPEG,n02979186_10798.JPEG,n02979186,cassette player,n02979186,cassette player,25.39007568359375,13.856457710266112,25.39007568359375,11.533617973327637,n02979186,cassette player,0.9998497,1,n02979186,cassette player,0.9955337,1
90,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10805.JPEG,n02979186_10805.JPEG,n02979186,cassette player,n02979186,cassette player,20.89772224426269,11.04909324645996,20.89772224426269,9.848628997802734,n02979186,cassette player,0.99978954,1,n02979186,cassette player,0.999907,1
91,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10828.JPEG,n02979186_10828.JPEG,n02979186,cassette player,n02979186,cassette player,22.23464775085449,6.973340034484863,22.23464775085449,15.261307716369627,n02979186,cassette player,0.9930107,1,n02979186,cassette player,0.99694663,1
92,poc/imagenette,train,poc\imagenette\train\n02979186\n02979186_10847.JPEG,n02979186_10847.JPEG,n02979186,cassette player,n02979186,cassette player,26.196107864379883,11.822799682617188,26.196107864379883,14.373308181762695,n02979186,cassette player,0.9960278,1,n02979186,cassette player,0.99762565,1
